Participant,Vowel,F1 (Hz),F2 (Hz),F3 (Hz),t1_ph,t2_ph,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,Gender
p112,a,570.6543531448879,1409.3774231547918,2149.3062330910398,28.394000000000002,28.474,0.08000000000000185,28.304000000000002,28.674,cajas,False,False,k,x,Male
p112,a,524.1938117353968,1142.1922392512215,2174.44205289922,28.514,28.574,0.060000000000002274,28.304000000000002,28.674,cajas,False,False,x,s,Male
p112,a,566.4207827032178,1225.645565759693,2627.3518220011065,28.674,28.714000000000002,0.03999999999999915,28.674,29.444000000000003,amarillas,True,False,s,m,Male
p112,a,562.2555926077624,1270.29576675093,2419.46369219897,28.814,28.854,0.03999999999999915,28.674,29.444000000000003,amarillas,False,False,m,rf,Male
p112,a,453.5161693329977,1623.7482602472116,2303.90962593515,29.094,29.184,0.08999999999999986,28.674,29.444000000000003,amarillas,False,False,L,s,Male
p112,a,646.1494661100272,1057.1669884896,2501.765378202597,30.855999999999998,30.906,0.049999999999997165,30.646,31.465999999999998,barómetro,False,False,b,rf,Male
p112,a,604.5378088728991,1369.0224147779077,2426.029878745468,32.824,32.894,0.07000000000000027,32.764,33.364000000000004,carbono,False,False,k,rf,Male
p112,a,566.1862876054264,1383.2647563052146,2535.922679198099,41.736999999999995,41.857,0.11999999999999746,41.227,41.937,pulverizar,False,False,T,rf,Male
p112,a,582.1462973810583,1287.0491041408495,2381.3958368855288,43.388999999999996,43.449,0.059999999999995175,43.288999999999994,43.888999999999996,vaqueta,False,False,b,k,Male
p112,a,674.1745071764437,1418.11498485903,2570.839858047089,43.769,43.888999999999996,0.12000000000000455,43.288999999999994,43.888999999999996,vaqueta,False,True,t,sp,Male
p112,a,472.3833220710058,1315.1089943142244,2709.9555829516057,45.271,45.371,0.10000000000000142,45.271,45.621,hablas,True,False,sp,b,Male
p112,a,553.4283310477316,1222.6875828154307,2427.7944941233677,45.49100000000001,45.531000000000006,0.03999999999999915,45.271,45.621,hablas,False,False,l,s,Male
p112,a,525.3848854243861,1544.1773027384113,2333.4584286828976,45.621,45.691,0.07000000000000027,45.621,45.981,aquí,True,False,s,k,Male
p112,a,570.9161226642817,1234.4123411787407,2246.4547513004054,48.083999999999996,48.144,0.059999999999995175,47.983999999999995,48.934,vacaciones,False,False,b,k,Male
p112,a,515.2654290618087,1333.752347648706,2122.7629824642395,48.214,48.273999999999994,0.060000000000002274,47.983999999999995,48.934,vacaciones,False,False,k,T,Male
p112,a,634.4975384887238,1123.5304520895365,2544.093917919692,50.831,50.861000000000004,0.02999999999999403,50.721000000000004,51.301,balcón,False,False,b,l,Male
p112,a,553.1852707603888,1462.3597717558246,1991.8517816707795,53.076,53.226000000000006,0.14999999999999858,52.656000000000006,53.226000000000006,música,False,True,k,sp,Male
